Data,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2009-09-02,3.43635,-2.697146,6.577189,-2.049931,8.013399,0.333452
2009-09-03,3.499584,-2.780494,6.690331,-2.147994,7.972445,0.359178
2009-09-04,3.43343,-2.744037,6.686974,-2.062114,7.93543,0.378178
2009-09-07,3.499508,-2.828871,6.733997,-2.105855,7.972865,0.395381
2009-09-08,3.537788,-2.863642,6.79033,-2.145053,7.941213,0.404157
2009-09-09,3.636007,-2.948234,6.826964,-2.131495,8.040725,0.394428
2009-09-10,3.566339,-3.006351,6.98474,-1.703847,8.075473,0.449239
2009-09-11,3.498018,-2.928456,6.946043,-1.726645,8.047907,0.45738
2009-09-14,3.438293,-2.851502,6.887058,-1.710653,8.025659,0.434055
2009-09-15,3.463155,-2.864614,6.900525,-1.707793,8.023619,0.411091
2009-09-16,3.488409,-2.866093,6.934808,-1.755393,7.989593,0.413064
2009-09-17,3.481414,-2.821553,6.925886,-1.784639,7.934477,0.408003
2009-09-18,3.582767,-2.859372,6.750833,-1.975762,8.16253,0.389974
2009-09-21,3.630917,-2.998741,6.885954,-1.746498,8.152554,0.418935
2009-09-22,3.608914,-2.977243,6.892398,-1.810377,8.116716,0.399342
2009-09-23,3.569732,-2.859403,6.809472,-2.112082,8.060954,0.402513
2009-09-24,3.592225,-2.965044,6.810622,-1.854661,8.134737,0.434419
2009-09-25,3.438206,-2.849488,6.814788,-1.638755,8.070429,0.41671
2009-09-28,3.354331,-2.80804,6.871852,-1.504291,7.957202,0.433443
2009-09-29,3.326804,-2.764763,6.88046,-1.51607,7.904918,0.402295
2009-09-30,3.270978,-2.697643,6.847944,-1.524889,7.880493,0.406104
2009-10-01,3.34189,-2.758568,6.875466,-1.515788,7.947063,0.405878
2009-10-02,1.835453,-1.191557,9.955925,-1.651325,10.24113,0.386777
2009-10-05,1.813,-1.165681,9.948987,-1.660371,10.218911,0.389965
2009-10-06,1.809048,-1.169237,10.026815,-1.587048,10.141766,0.381408
2009-10-07,1.757689,-1.194498,10.079129,-1.205646,10.029197,0.391811
2009-10-08,1.775645,-1.238704,10.056827,-1.112395,10.137162,0.380795
2009-10-09,1.851065,-1.134333,9.878078,-1.481711,10.27979,0.294065
2009-10-12,1.860436,-1.164448,9.903781,-1.47382,10.274039,0.314766
2009-10-13,1.861113,-1.27948,10.04512,-1.161814,10.105963,0.342638
2009-10-14,1.91229,-1.301096,10.073388,-1.202956,10.106366,0.336225
2009-10-15,1.945153,-1.283927,10.135481,-1.347303,9.985461,0.315341
2009-10-16,1.981886,-1.222293,9.905814,-1.628038,10.209842,0.290588
2009-10-19,2.004547,-1.268294,9.916247,-1.563845,10.259326,0.276231
2009-10-20,1.960183,-1.307518,9.953499,-1.252022,10.286304,0.272392
2009-10-21,2.084872,-1.355027,9.901455,-1.531927,10.528808,0.269632
2009-10-22,2.060601,-1.326864,9.861387,-1.553335,10.558195,0.270546
2009-10-23,2.102536,-1.334742,9.912855,-1.675581,10.508458,0.27198
2009-10-26,2.135342,-1.355428,9.936458,-1.779071,10.491587,0.284201
2009-10-27,2.094918,-1.380392,9.866889,-1.600258,10.577809,0.322082
2009-10-28,2.060159,-1.347602,9.810092,-1.617095,10.600632,0.328594
2009-10-29,2.081189,-1.258934,9.719596,-1.881224,10.554446,0.302359
2009-10-30,2.029546,-1.242609,9.694411,-1.766484,10.536978,0.321829
2009-11-02,2.051356,-1.354548,9.770443,-1.446501,10.544003,0.316166
2009-11-03,2.07546,-1.439345,9.865911,-1.286944,10.488088,0.329963
2009-11-04,2.138586,-1.425231,9.832676,-1.535102,10.487278,0.317111
2009-11-05,2.153346,-1.4284,9.881873,-1.644641,10.400992,0.319139
2009-11-06,2.188788,-1.426498,9.820418,-1.83348,10.406199,0.32037
2009-11-09,2.178437,-1.514671,9.864504,-1.533047,10.386872,0.360168
2009-11-10,2.136207,-1.509137,9.83292,-1.385928,10.38504,0.356328
2009-11-11,2.129308,-1.486615,9.851264,-1.447832,10.311032,0.364426
2009-11-12,2.132597,-1.480716,9.878604,-1.506853,10.240238,0.376647
2009-11-13,2.122771,-1.531269,9.930155,-1.338455,10.114757,0.402375
2009-11-16,2.128279,-1.496351,9.850748,-1.457458,10.147378,0.414524
2009-11-17,2.062917,-1.488505,9.861838,-1.213645,10.053148,0.408915
2009-11-18,2.034678,-1.451287,9.864829,-1.257758,9.973139,0.421834
2009-11-19,2.010976,-1.456866,9.858195,-1.186906,9.885327,0.458137
2009-11-20,2.067434,-1.443258,9.70661,-1.343123,9.899628,0.381228
2009-11-23,2.085251,-1.458351,9.679367,-1.284528,9.94274,0.35257
2009-11-24,2.121903,-1.601039,9.723239,-0.906943,9.970585,0.358404
2009-11-25,2.194405,-1.589958,9.520271,-1.103563,10.183625,0.302234
2009-11-26,2.205405,-1.758314,9.632002,-0.662888,10.146334,0.376776
2009-11-27,2.199091,-1.751861,9.661299,-0.719058,10.080992,0.365413
2009-11-30,2.159027,-1.663421,9.519868,-0.808832,10.185301,0.332338
2009-12-01,2.176754,-1.73346,9.556078,-0.644879,10.227882,0.336441
2009-12-02,2.187461,-1.745577,9.587388,-0.659418,10.204952,0.332781
2009-12-03,2.201857,-1.644752,9.452035,-1.141266,10.275575,0.279609
2009-12-04,2.215598,-1.577344,9.419616,-1.438099,10.234399,0.25
2009-12-07,2.18777,-1.574608,9.323943,-1.341689,10.352916,0.25407
2009-12-08,2.113415,-1.734427,9.658804,-0.629144,10.020503,0.308659
2009-12-09,2.121028,-1.724166,9.679595,-0.670935,9.962796,0.338639
2009-12-10,2.185838,-1.78265,9.70143,-0.641891,10.007607,0.299691
2009-12-11,2.237792,-1.817607,9.72272,-0.690793,10.004873,0.25
2009-12-14,2.226457,-1.839492,9.716525,-0.601146,10.020735,0.261695
2009-12-15,2.210885,-1.849157,9.758162,-0.461864,9.861792,0.288551
2009-12-16,2.219568,-1.837629,9.670008,-0.618739,9.909865,0.34524
2009-12-17,2.162496,-1.855944,9.680485,-0.455456,9.78342,0.515244
2009-12-18,2.118247,-1.801206,9.677955,-0.511442,9.65376,0.517033
2009-12-21,3.292368,-3.035463,7.300595,-0.43083,8.023777,0.79618
2009-12-22,3.352974,-3.104301,7.392873,-0.424638,7.977652,0.888523
2009-12-23,3.389157,-3.142556,7.438078,-0.450958,7.955967,0.877686
2009-12-24,3.382976,-3.097685,7.403157,-0.562865,7.960856,0.817288
2009-12-28,3.432228,-3.163252,7.399504,-0.414322,7.929108,0.616028
2009-12-29,3.449893,-3.208089,7.412969,-0.26184,7.877347,0.406641
2009-12-30,3.455946,-3.192527,7.408661,-0.290121,7.830321,0.402395
2009-12-31,3.460369,-3.185707,7.386253,-0.312062,7.821371,0.474669
2010-01-04,3.519283,-3.068811,7.034122,-0.906928,7.850378,0.270181
2010-01-05,3.538876,-3.101496,6.979285,-0.952523,7.891632,0.294052
2010-01-06,3.574507,-3.148308,7.020276,-0.984471,7.877614,0.298975
2010-01-07,3.507269,-3.039732,6.991227,-1.192224,7.961585,0.306047
2010-01-08,3.449327,-3.107203,7.178009,-0.788305,7.850106,0.3331
2010-01-11,3.471862,-3.093516,7.116093,-0.974058,8.013169,0.354518
2010-01-12,3.419141,-3.088899,7.19781,-0.786078,8.022874,0.347291
2010-01-13,3.453879,-3.125047,7.225422,-0.780673,8.080183,0.338002
2010-01-14,2.054266,-1.622766,10.182255,-1.115553,9.862573,0.337103
2010-01-15,2.01627,-1.646181,10.215043,-0.998668,9.792164,0.365897
2010-01-18,2.011656,-1.559024,10.070064,-1.226301,9.951824,0.337379
2010-01-19,2.00517,-1.593703,10.194272,-1.071198,9.827841,0.310863
2010-01-20,2.033329,-1.715759,10.294983,-0.712601,9.993403,0.287693
2010-01-21,0.473015,-0.050269,13.216048,-1.059821,11.752072,0.288168
2010-01-22,0.335954,-0.134498,13.643491,-0.395162,11.325577,0.360422
2010-01-25,0.328799,0.008063,13.444138,-0.821995,11.563323,0.329373
2010-01-26,0.287977,-0.023209,13.565869,-0.553515,11.540337,0.303208
2010-01-27,0.256463,0.019081,13.467216,-0.552203,11.539807,0.287246
2010-01-28,0.22874,0.002425,13.575614,-0.392271,11.322239,0.256883
2010-01-29,0.170852,-0.024335,13.826995,-0.092145,10.998344,0.342166
2010-02-01,0.335204,-0.037956,13.217701,-0.560636,11.429062,0.256021
2010-02-02,0.336514,0.099039,12.99353,-1.041114,11.615342,0.262608
2010-02-03,0.408254,0.110627,12.924282,-1.267869,11.982511,0.274027
2010-02-04,0.363143,0.237224,12.757298,-1.532565,12.151334,0.310569
2010-02-05,0.22966,0.261997,12.960606,-1.212411,11.982406,0.32422
2010-02-08,0.103719,0.268222,13.269307,-0.905868,11.543458,0.4104
2010-02-09,0.176223,0.194481,13.295185,-0.884707,11.673695,0.403028
2010-02-10,0.204094,0.162418,13.317232,-0.866081,11.720575,0.410565
2010-02-11,0.204255,0.179622,13.317836,-0.874771,11.707495,0.368976
2010-02-12,0.230875,0.137663,13.334225,-0.935254,11.730956,0.432148
2010-02-15,0.241379,0.221314,13.248267,-1.304095,11.854848,0.428427
2010-02-16,0.239378,0.10966,13.431442,-0.865068,11.776154,0.41655
2010-02-17,0.219707,0.130672,13.443355,-0.948514,11.655013,0.532836
2010-02-18,0.264507,0.043451,13.538492,-0.804074,11.631848,0.566797
2010-02-19,0.260768,-0.01141,13.660192,-0.567097,11.377259,0.559551
2010-02-22,0.251667,0.01305,13.650193,-0.660688,11.326473,0.555333
2010-02-23,0.229244,0.029454,13.499439,-0.799978,11.385233,0.848745
2010-02-24,0.231298,0.030797,13.302201,-0.764574,11.41301,0.654902
2010-02-25,0.252293,0.02986,13.247007,-0.936195,11.444936,0.77995
2010-02-26,0.238522,0.041042,13.224639,-0.990454,11.421706,0.802253
2010-03-01,0.269956,-0.020996,13.26402,-0.834807,11.371221,0.934994
2010-03-02,0.277379,-0.018251,13.257118,-0.908931,11.37852,0.947648
2010-03-03,0.325751,-0.097055,13.310392,-0.711142,11.359568,0.886321
2010-03-04,0.329369,-0.091075,13.280639,-0.769658,11.381069,0.91447
2010-03-05,0.341986,-0.115566,13.297195,-0.687042,11.332805,0.784975
2010-03-08,0.345128,-0.093429,13.259689,-0.799107,11.352472,0.77755
2010-03-09,0.378406,-0.140439,13.181703,-0.756326,11.508489,0.855373
2010-03-10,0.384034,-0.153051,13.205885,-0.688654,11.439764,0.786536
2010-03-11,0.395027,-0.168678,13.202476,-0.587181,11.446236,0.744824
2010-03-12,0.402977,-0.196337,13.229798,-0.452024,11.293311,0.708565
2010-03-15,0.406779,-0.187697,13.098253,-0.51119,11.391456,0.700993
2010-03-16,0.407189,-0.190265,13.072819,-0.511255,11.40503,0.797623
2010-03-17,0.420641,-0.166593,12.987836,-0.82413,11.354085,1.022211
2010-03-18,0.452401,-0.220198,13.000582,-0.662769,11.355671,0.97973
2010-03-19,0.473283,-0.232554,12.952262,-0.642813,11.393075,0.87608
2010-03-22,0.43928,-0.196901,12.867691,-0.659659,11.409679,0.882354
2010-03-23,0.418885,-0.166034,12.814962,-0.751771,11.397637,0.902373
2010-03-24,0.419688,-0.179812,12.865843,-0.695493,11.229062,0.907672
2010-03-25,0.428983,-0.173104,12.893628,-0.790164,11.13539,0.880853
2010-03-26,0.459197,-0.208748,12.918756,-0.762984,11.017636,0.873169
2010-03-29,0.450926,-0.203306,12.845916,-0.789835,11.062065,0.955744
2010-03-30,0.459799,-0.213531,12.846876,-0.776356,10.971816,0.985077
2010-03-31,0.438196,-0.159323,12.691394,-0.881774,11.006304,1.052601
2010-04-01,0.434332,-0.132402,12.653476,-0.965932,10.82002,1.110364
2010-04-06,3.265467,-2.998664,7.157511,-1.699901,6.748514,1.819461
2010-04-07,3.252051,-3.005093,7.158158,-1.690274,6.741922,1.842784
2010-04-08,3.245151,-2.969547,7.139234,-1.825125,6.782506,1.744853
2010-04-09,3.308284,-3.059738,7.185536,-1.640546,6.762593,1.87172
2010-04-12,3.330111,-3.09013,7.162508,-1.567309,6.786207,1.965349
2010-04-13,3.336232,-3.072465,7.326787,-2.091465,6.54455,2.144897
2010-04-14,3.354695,-3.115928,7.331982,-2.059937,6.533578,2.162298
2010-04-15,3.367589,-3.108523,7.329576,-2.121476,6.545864,2.111788
2010-04-16,3.523441,-3.244156,6.708699,-2.030602,6.528673,1.859333
2010-04-19,3.476643,-3.22019,7.357582,-2.933036,5.972364,2.310427
2010-04-20,3.518047,-3.275759,7.377636,-2.890477,5.977279,2.460117
2010-04-21,3.545626,-3.310061,7.381362,-2.892474,6.014262,2.537691
2010-04-22,3.031308,-2.843973,8.82517,-2.773825,6.753702,3.120109
2010-04-23,3.028082,-2.826078,8.856208,-2.795675,6.710351,2.960161
2010-04-26,3.056428,-2.874409,8.822503,-2.693906,6.790486,3.380135
2010-04-27,2.945687,-2.781813,8.882805,-2.680851,6.610607,3.14314
2010-04-28,2.927434,-2.80398,8.830346,-2.599052,6.542464,3.300717
2010-04-29,2.932612,-2.750949,8.854042,-2.725303,6.631781,3.025822
2010-04-30,2.837891,-2.598843,8.792659,-2.889868,6.660523,2.690396
2010-05-03,3.847433,-3.606833,6.540569,-2.9659,5.692164,2.575615
2010-05-04,3.778503,-3.569177,6.501215,-2.977313,5.686808,2.620467
2010-05-05,3.537704,-3.361572,7.888027,-4.280066,5.638554,2.852362
2010-05-06,3.777366,-3.527864,7.602353,-5.215773,5.017498,2.554937
2010-05-07,3.723039,-3.458384,10.785326,-8.896309,4.547202,2.902419
2010-05-10,3.95155,-3.72765,10.859038,-8.817082,4.576836,3.031734
2010-05-11,4.191055,-3.960047,10.405213,-9.217904,4.257257,2.980195
2010-05-12,4.508645,-4.279698,9.576054,-9.910349,3.555753,2.671696
2010-05-13,4.300872,-4.078987,10.10591,-9.465336,4.013099,2.891342
2010-05-14,4.161108,-3.919217,10.070276,-9.499552,4.021336,2.832189
2010-05-17,4.251147,-4.061574,10.104431,-9.45481,3.960874,2.920944
2010-05-18,3.126947,-2.939131,12.638198,-7.65065,6.295332,4.075592
2010-05-19,3.502374,-3.325179,11.865686,-8.257339,5.542501,3.808167
2010-05-20,3.404159,-3.179753,11.767268,-8.359511,5.606523,3.779298
2010-05-21,3.384012,-3.215803,11.778459,-8.330722,5.525039,3.880889
2010-05-24,3.410619,-3.260961,11.764147,-8.342831,5.55746,3.954781
2010-05-25,3.444479,-3.286537,11.690964,-8.406393,5.648309,4.1481
2010-05-26,3.550363,-3.373932,11.739068,-8.359599,5.691963,4.239428
2010-05-27,3.645589,-3.501512,11.77035,-8.317465,5.707645,4.436828
2010-05-28,3.75759,-3.527358,9.293261,-9.43133,3.571645,2.429404
2010-05-31,3.72129,-3.483848,9.284786,-9.440054,3.588401,2.437928
2010-06-01,3.67928,-3.439512,9.293544,-9.432303,3.569018,2.414974
2010-06-02,3.529608,-3.310888,9.716111,-9.099263,3.867118,2.513689
2010-06-03,3.605489,-3.401294,9.81369,-9.011515,3.902978,2.526337
2010-06-04,3.549646,-3.337532,9.820358,-9.011743,3.941113,2.529137
2010-06-07,3.3749,-3.173733,10.20858,-8.71716,4.135495,2.537502
2010-06-08,3.335492,-3.138269,10.214223,-8.715058,4.130717,2.529363
2010-06-09,3.344128,-3.126493,10.170914,-8.757481,4.177437,2.536121
2010-06-10,3.371766,-3.164742,10.180689,-8.742261,4.140475,2.533914
2010-06-11,3.503269,-3.2547,9.746265,-9.102292,3.886233,2.429919
2010-06-14,3.53041,-3.284541,9.779572,-9.073273,3.897419,2.458615
2010-06-15,3.589575,-3.359669,9.832333,-9.023107,3.903962,2.494625
2010-06-16,3.551079,-3.290176,9.809202,-9.04703,3.902834,2.457963
2010-06-17,3.60061,-3.365698,9.817774,-9.032105,3.881762,2.496715
2010-06-18,3.628349,-3.398393,9.854613,-8.991704,3.861898,2.52187
2010-06-21,3.672697,-3.423637,9.867787,-8.979031,3.87965,2.573495
2010-06-22,3.600955,-3.345905,9.861888,-8.984096,3.864646,2.559231
2010-06-23,3.495403,-3.253678,10.14264,-8.765927,4.129411,2.700497
2010-06-24,3.47272,-3.197598,10.098841,-8.813043,4.216092,2.696661
2010-06-25,3.35865,-3.086147,10.397988,-8.593102,4.411111,2.783034
2010-06-28,3.284754,-2.978981,10.383067,-8.608208,4.386885,2.746875
2010-06-29,3.233316,-2.932641,10.359743,-8.635561,4.408087,2.737331
2010-06-30,3.207029,-2.855244,10.347265,-8.642297,4.3774,2.722739
2010-07-01,3.205819,-2.802586,10.328456,-8.661346,4.424005,2.770611
2010-07-02,3.243704,-2.85725,10.335076,-8.656755,4.47213,2.826877
2010-07-05,3.179936,-2.783963,10.293597,-8.699705,4.501493,2.813993
2010-07-06,3.23395,-2.840754,10.338708,-8.654644,4.50934,2.851525
2010-07-07,3.181114,-2.762645,10.31614,-8.680099,4.495907,2.787508
2010-07-08,3.21463,-2.735772,10.301198,-8.683185,4.499762,2.830208
2010-07-09,3.224957,-2.77004,10.325227,-8.651428,4.498346,2.914141
2010-07-12,2.891951,-2.503902,10.908481,-8.207819,4.958765,3.051068
2010-07-13,2.923263,-2.541923,10.925431,-8.194265,4.980707,3.071198
2010-07-14,2.945671,-2.561997,10.934429,-8.159229,4.953187,3.155566
2010-07-15,2.987968,-2.595342,10.967219,-8.122535,4.946576,3.15049
2010-07-16,2.935434,-2.499643,10.908343,-8.17973,4.94551,3.104775
2010-07-19,2.989535,-2.509503,10.870434,-8.195634,4.924561,3.139983
2010-07-20,3.273429,-2.80622,10.260605,-8.660239,4.42235,2.931285
2010-07-21,3.243451,-2.774042,10.246352,-8.676699,4.420813,2.851394
2010-07-22,3.227755,-2.744447,10.23273,-8.685649,4.371779,2.759311
2010-07-23,3.54362,-3.0165,9.55348,-9.205245,3.820161,2.580413
2010-07-26,3.643507,-3.17242,9.630522,-9.127469,3.832848,2.687444
2010-07-27,3.527309,-3.095845,10.104485,-8.698824,4.189269,2.947775
2010-07-28,3.526375,-3.091398,10.06702,-8.73273,4.241197,2.953281
2010-07-29,3.558179,-3.143797,10.069537,-8.727163,4.254876,3.009777
2010-07-30,3.480464,-3.051172,10.041541,-8.755285,4.256843,2.961412
2010-08-02,3.502596,-3.080361,10.069313,-8.722322,4.224616,2.950775
2010-08-03,3.394471,-2.929382,9.960737,-8.829068,4.272791,2.882051
2010-08-04,3.355531,-2.882102,9.940877,-8.844569,4.249894,2.878428
2010-08-05,3.334827,-2.850767,9.913608,-8.866659,4.260279,2.921548
2010-08-06,3.322443,-2.830323,9.88342,-8.893815,4.303564,2.991722
2010-08-09,3.31674,-2.83038,9.871762,-8.90642,4.333001,2.979168
2010-08-10,3.35297,-2.878789,9.901965,-8.877128,4.368445,2.973647
2010-08-11,3.227996,-2.752477,9.848261,-8.900821,4.454618,2.929598
2010-08-12,3.203476,-2.764166,9.850827,-8.894644,4.414678,2.910547
2010-08-13,3.219485,-2.774417,9.840397,-8.904826,4.429121,2.912862
2010-08-16,3.087083,-2.638672,9.803206,-8.930708,4.340235,2.871282
2010-08-17,3.043926,-2.60071,9.841196,-8.878259,4.245759,2.827778
2010-08-18,3.009846,-2.552926,9.795449,-8.923471,4.291014,2.853452
2010-08-19,3.026323,-2.561077,9.781194,-8.938753,4.324353,2.869661
2010-08-20,2.937717,-2.513751,9.789782,-8.923492,4.214233,2.809281
2010-08-23,2.940787,-2.52101,9.798495,-8.913478,4.197949,2.809209
2010-08-24,2.76935,-2.319014,9.750635,-8.940391,4.280212,2.796668
2010-08-25,2.789858,-2.348093,9.527501,-9.093886,3.913859,2.699464
2010-08-26,2.481819,-2.056951,10.116996,-8.608316,4.354632,2.840906
2010-08-27,2.435027,-2.00226,10.105296,-8.615005,4.312327,2.832905
2010-08-30,2.472384,-2.023292,10.078963,-8.639234,4.387251,2.822565
2010-08-31,2.467584,-2.011691,10.060132,-8.653854,4.381771,2.841332
2010-09-01,2.804074,-2.370806,9.712144,-8.917108,4.019221,2.730981
2010-09-02,2.898778,-2.468291,9.720835,-8.89884,4.121997,2.764156
2010-09-03,3.011183,-2.581541,9.765897,-8.85618,4.198773,2.816683
2010-09-06,2.995643,-2.561468,9.758447,-8.86465,4.214989,2.824948
2010-09-07,2.870597,-2.411078,9.71813,-8.908456,4.212384,2.760613
2010-09-08,2.918483,-2.499714,9.793018,-8.810615,4.195789,2.840713
2010-09-09,2.934347,-2.523634,9.836925,-8.751417,4.15983,2.883291
2010-09-10,3.011213,-2.610973,9.880788,-8.705193,4.168879,2.918309
2010-09-13,3.118688,-2.73004,9.914524,-8.672816,4.242198,2.994968
2010-09-14,3.020658,-2.627479,9.909318,-8.676064,4.228503,2.97458
2010-09-15,3.078307,-2.685115,9.955594,-8.63169,4.250462,3.005105
2010-09-16,3.220522,-2.831779,10.028288,-8.563929,4.285984,3.079791
2010-09-17,3.082184,-2.670472,9.998212,-8.593017,4.26995,3.013432
2010-09-20,3.111166,-2.717738,10.059875,-8.529699,4.261226,3.038684
2010-09-21,2.905867,-2.537527,10.456803,-8.190839,4.596295,3.192332
2010-09-22,2.856054,-2.479671,10.392072,-8.252607,4.644324,3.236671
2010-09-23,2.781692,-2.38483,10.332259,-8.318517,4.702972,3.168794
2010-09-24,2.840585,-2.435999,10.33732,-8.313637,4.744194,3.199476
2010-09-27,2.786905,-2.329662,10.270553,-8.378837,4.781161,3.206636
2010-09-28,2.757924,-2.314061,10.271842,-8.370989,4.747626,3.238463
2010-09-29,2.793014,-2.362437,10.311563,-8.301987,4.745858,3.365513
2010-09-30,2.757572,-2.206144,10.284229,-8.335364,4.706723,3.264777
2010-10-01,2.753312,-2.145069,10.285457,-8.333126,4.684888,3.192988
2010-10-04,2.694859,-2.136488,10.255132,-8.345287,4.715676,3.239831
2010-10-05,2.690924,-2.122248,10.25126,-8.352134,4.74096,3.21423
2010-10-06,2.665946,-2.089959,10.218972,-8.386375,4.78023,3.197685
2010-10-07,2.674675,-2.074043,10.230073,-8.377557,4.782264,3.181425
2010-10-08,2.729553,-2.139863,10.239395,-8.369399,4.825159,3.230935
2010-10-11,2.699586,-2.092274,10.217966,-8.392611,4.837784,3.18536
2010-10-12,2.647011,-2.037852,10.192224,-8.420017,4.847803,3.163207
2010-10-13,2.707362,-2.115878,10.237927,-8.377429,4.87845,3.186448
2010-10-14,2.704626,-2.055434,10.210069,-8.410612,4.911112,3.143961
2010-10-15,2.753187,-2.104142,10.256148,-8.362815,4.929551,3.144912
2010-10-18,2.795375,-2.130881,10.283166,-8.308145,4.925458,3.252785
2010-10-19,2.82009,-2.150526,10.314845,-8.277908,4.942128,3.29617
2010-10-20,2.786883,-2.10292,10.341703,-8.236374,4.873973,3.290378
2010-10-21,2.795191,-2.114162,10.385236,-8.183972,4.853982,3.292399
2010-10-22,2.503583,-1.83113,10.87901,-7.776003,5.295952,3.504249
2010-10-25,2.620894,-1.930862,10.590114,-8.006689,5.027734,3.341626
2010-10-26,2.65382,-1.942849,10.618329,-7.967484,5.003561,3.381132
2010-10-27,2.703307,-2.005701,10.690926,-7.891595,5.01082,3.373193
2010-10-28,2.640578,-1.900957,10.647224,-7.937379,5.018227,3.314681
2010-10-29,2.599904,-1.868263,10.641039,-7.944622,4.982561,3.246736
2010-11-01,2.564364,-1.829477,10.623746,-7.958307,4.970732,3.25787
2010-11-02,2.510147,-1.767507,10.618185,-7.961074,4.943774,3.24547
2010-11-03,2.260811,-1.532347,10.916236,-7.74164,5.278205,3.380767
2010-11-04,2.298987,-1.542905,10.899545,-7.769535,5.370245,3.353925
2010-11-05,2.321963,-1.562474,10.898488,-7.772058,5.464761,3.318279
2010-11-08,1.949942,-1.179241,11.43094,-7.438253,6.019009,3.475096
2010-11-09,1.965689,-1.21704,11.454158,-7.412395,6.011544,3.493078
2010-11-10,1.96605,-1.220159,11.472236,-7.391285,5.985728,3.483004
2010-11-11,1.971143,-1.212859,11.492105,-7.375307,6.008521,3.377897
2010-11-12,2.05678,-1.357901,11.588326,-7.220979,6.009162,3.536295
2010-11-15,2.14269,-1.472101,11.645581,-7.139276,6.008583,3.651069
2010-11-16,2.152862,-1.491823,11.668212,-7.120625,6.008404,3.591473
2010-11-17,2.509701,-1.865146,11.126761,-7.433049,5.452371,3.426056
2010-11-18,2.577956,-1.957464,11.218911,-7.324856,5.445163,3.442023
